Asthma,CHD,Disability,LBW,OldAge,YoungAge,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,OZONE,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.1252,0.0582,0.0746,0.2971,0.1707,0.7838,0.0518,0.0341,0.0367,0.2048,0.1239,0.3578,0.1732,0.7686,0.8255,0.3502,0.0,0.5449,0.4994,0.2174,0.8761,0.7585,0.1909,0.6991,0.7762,0.8217,0.1024,0.2516,0.13485,0.45168571428571436,0.5552875,0.19322499999999998,0.5207535714285715,0.10062260883928571
0.1985,0.0784,0.0291,0.1707,0.0708,0.9216,0.1429,0.0809,0.1062,0.086,0.1302,0.402,0.2882,0.7219,0.7206,0.2238,0.0,0.3843,0.3249,0.2174,0.8078,0.78,0.1745,0.6979,0.2415,0.732,0.0948,0.24485,0.15803333333333333,0.38052857142857144,0.4682375,0.20144166666666669,0.4390011904761904,0.0884331314781746
0.0733,0.0417,0.0733,0.2528,0.0885,0.5133,0.1542,0.0051,0.0329,0.0885,0.3401,0.1302,0.4387,0.6827,0.6106,0.2288,0.0,0.4033,0.3274,0.2174,0.7952,0.8116,0.1631,0.708,0.1997,0.6233,0.0999,0.17381666666666665,0.12516666666666668,0.38449999999999995,0.4522749999999999,0.14949166666666666,0.42968333333333325,0.06423407763888887
0.0379,0.0468,0.0822,0.1037,0.0063,0.9444,0.0063,0.0139,0.0164,0.0986,0.3666,0.2617,0.574,0.7497,0.7332,0.603,0.0,0.7295,0.3704,0.2174,0.8458,0.8015,0.1846,0.7295,0.1011,0.7269,0.0986,0.20355,0.12725,0.5371142857142858,0.46317500000000006,0.1654,0.48782142857142863,0.08068566428571429
0.2023,0.11,0.1896,0.0923,0.0367,0.7661,0.2693,0.0164,0.3009,0.1466,0.2655,0.4121,0.3742,0.8091,0.8837,0.7623,0.0,0.8066,0.713,0.2174,0.8104,0.7788,0.2023,0.7332,0.1568,0.9532,0.1062,0.23283333333333334,0.23513333333333333,0.6212714285714285,0.4947875,0.23398333333333332,0.5369488095238095,0.12563707228174603
0.1618,0.0746,0.0152,0.1315,0.0948,0.7775,0.1783,0.3085,0.0215,0.158,0.0291,0.4602,0.3388,0.5095,0.0,0.4627,0.0,0.4223,0.5588,0.0,0.5272,0.9077,0.0822,0.4526,0.6511,0.33,0.0784,0.2092333333333333,0.1926,0.3274428571428571,0.37865,0.20091666666666663,0.36158095238095234,0.07264763968253966
0.2503,0.1176,0.2048,0.2048,0.1302,0.2048,0.1138,0.4387,0.2895,0.0,0.1922,0.1631,0.5588,0.5676,0.0,0.4791,0.0,0.5942,0.7623,0.0,0.536,0.9001,0.0986,0.464,0.7181,0.3679,0.0796,0.18541666666666667,0.19955,0.4231428571428571,0.39553750000000004,0.19248333333333334,0.40473928571428575,0.0779055668452381
0.0796,0.0556,0.3527,0.2111,0.3338,0.1391,0.0556,0.0253,0.0379,0.0733,0.1681,0.3161,0.5626,0.5588,0.0,0.7762,0.0,0.7573,0.7699,0.2174,0.5563,0.8837,0.1163,0.6422,0.7497,0.4412,0.0771,0.19531666666666667,0.11271666666666665,0.4892571428571429,0.46048750000000005,0.15401666666666666,0.470077380952381,0.07239975128968254
0.1062,0.0379,0.0215,0.091,0.0278,0.6094,0.0468,0.1011,0.0708,0.0417,0.3755,0.1429,0.3426,0.4956,0.0,0.7295,0.0,0.4437,0.6511,0.2174,0.5386,0.8774,0.11,0.641,0.713,0.3729,0.0708,0.14896666666666666,0.1298,0.3803571428571429,0.4426375000000001,0.13938333333333333,0.42187738095238103,0.058802675615079375
0.3881,0.7838,0.8508,0.0594,0.9621,0.4159,0.1719,0.2427,0.7231,0.6308,0.0341,0.6536,0.1606,0.4589,0.0,0.3616,0.0,0.2579,0.4779,0.2174,0.531,0.9128,0.0872,0.5828,0.2276,0.3173,0.0822,0.5766833333333333,0.40936666666666666,0.24527142857142856,0.36978749999999994,0.493025,0.3282821428571428,0.16185130348214283
0.0531,0.1188,0.7472,0.0872,0.6536,0.0341,0.2149,0.2516,0.2187,0.0417,0.1643,0.2174,0.0,0.3097,0.0,0.086,0.0,0.0,0.1327,0.2174,0.4817,0.9545,0.0657,0.8685,0.9456,0.201,0.0847,0.2823333333333333,0.18476666666666666,0.07548571428571428,0.4773875000000001,0.23354999999999998,0.3434202380952382,0.08020579660714287
0.1504,0.1568,0.3072,0.1252,0.5209,0.0607,0.3325,0.3388,0.1606,0.1188,0.3869,0.3578,0.0,0.3413,0.0,0.2035,0.0,0.0,0.3489,0.2174,0.4829,0.9418,0.0721,0.8761,0.9267,0.2288,0.0607,0.22019999999999998,0.2825666666666667,0.12767142857142857,0.4758125,0.25138333333333335,0.3597654761904762,0.09043904462301589
0.2099,0.0051,0.1694,0.3148,0.1264,0.0493,0.0139,0.1846,0.464,0.3552,0.1378,0.5044,0.0,0.3793,0.0,0.3818,0.0,0.2162,0.2908,0.2174,0.6245,0.9241,0.0834,0.8812,0.2718,0.3034,0.0619,0.14581666666666668,0.27665,0.18115714285714285,0.42096249999999996,0.21123333333333333,0.34102738095238094,0.07203635043650793
0.0569,0.0,0.0796,0.3881,0.0076,0.0442,0.3616,0.2364,0.0721,0.0417,0.0139,0.1631,0.0,0.4083,0.0,0.5171,0.0,0.2781,0.3679,0.2174,0.7118,0.9115,0.0898,0.8167,0.0228,0.3249,0.0695,0.09606666666666668,0.1481333333333333,0.22448571428571432,0.39555000000000007,0.12209999999999999,0.3385285714285715,0.041334338571428576
0.1808,0.0164,0.1011,0.043,0.1176,0.2528,0.177,0.0796,0.1264,0.2073,0.024,0.3274,0.1669,0.4463,0.0,0.4399,0.0,0.3021,0.4374,0.2174,0.5297,0.909,0.1011,0.6473,0.0341,0.3704,0.0645,0.11861666666666666,0.15695,0.2560857142857143,0.3591875,0.13778333333333334,0.3248202380952381,0.04475481513888889
0.1783,0.0202,0.0202,0.1618,0.0872,0.0948,0.1568,0.0872,0.1795,0.0303,0.1075,0.2491,0.1631,0.469,0.0,0.4589,0.0,0.5424,0.3375,0.2174,0.6308,0.89,0.1113,0.6789,0.0265,0.378,0.0455,0.09375,0.13506666666666667,0.28155714285714284,0.3723,0.11440833333333333,0.342052380952381,0.039133642817460325
0.2819,0.0961,0.2174,0.0442,0.0657,0.0759,0.5588,0.7016,0.4374,0.0228,0.574,0.3034,0.0,0.3742,0.0,0.1934,0.0,0.0,0.1997,0.2174,0.5247,0.9267,0.0771,0.8824,0.818,0.244,0.0582,0.1302,0.433,0.1096142857142857,0.46856249999999994,0.2816,0.3489130952380952,0.09825392761904762
0.1909,0.1378,0.5487,0.3477,0.7231,0.0569,0.0847,0.7446,0.5702,0.0986,0.3249,0.3704,0.0,0.378,0.0,0.2528,0.0,0.0,0.1707,0.2174,0.7067,0.9317,0.0847,0.8925,0.89,0.2478,0.0493,0.33418333333333333,0.36556666666666665,0.1145,0.5025124999999999,0.349875,0.373175,0.13056460312499998
0.1745,0.287,0.3312,0.4804,0.7004,0.0531,0.5626,0.2554,0.2718,0.0569,0.512,0.4121,0.0,0.3641,0.0,0.1846,0.0,0.0,0.1024,0.2174,0.7522,0.9507,0.0746,0.8938,0.9545,0.1631,0.0569,0.3377666666666667,0.34513333333333335,0.09301428571428572,0.5078999999999999,0.34145000000000003,0.3696047619047618,0.12620154595238095
0.0594,0.0152,0.0303,0.579,0.0013,0.1694,0.0657,0.3641,0.1315,0.0,0.182,0.1429,0.0,0.4008,0.0,0.4551,0.0,0.2187,0.3628,0.2174,0.7535,0.9166,0.0961,0.89,0.4779,0.2528,0.048,0.14243333333333333,0.14769999999999997,0.20534285714285713,0.45653750000000004,0.14506666666666665,0.3728059523809524,0.054081716825396815
0.2061,0.0392,0.0405,0.1011,0.1618,0.0303,0.3426,0.244,0.3262,0.158,0.2908,0.402,0.0,0.4324,0.0,0.6865,0.0,0.3502,0.5095,0.2174,0.7573,0.9153,0.1024,0.8913,0.311,0.3059,0.067,0.09649999999999999,0.2939333333333333,0.2826571428571429,0.44595,0.19521666666666665,0.3915190476190476,0.07643104341269841
0.1479,0.0038,0.0114,0.2061,0.0139,0.5929,0.1846,0.0076,0.2465,0.1327,0.2958,0.3338,0.1479,0.4652,0.0,0.6574,0.0,0.6068,0.4475,0.2174,0.7585,0.8685,0.1125,0.8508,0.1176,0.3426,0.0594,0.16266666666666665,0.2001666666666667,0.3321142857142857,0.4159125,0.18141666666666667,0.38797976190476186,0.07038599513888888
0.0506,0.0063,0.0379,0.0936,0.1416,0.6561,0.0796,0.024,0.1024,0.0392,0.0101,0.0,0.1783,0.5209,0.0,0.426,0.0,0.5815,0.2427,0.2174,0.7914,0.8508,0.1239,0.6941,0.1858,0.402,0.0657,0.16435,0.042550000000000004,0.2784857142857143,0.4163875,0.10345,0.3704202380952381,0.03831997363095238
0.1037,0.0531,0.4248,0.1239,0.2377,0.3616,0.0809,0.1062,0.1732,0.158,0.2984,0.2769,0.2807,0.5689,0.0,0.4678,0.0,0.5247,0.2276,0.2174,0.8066,0.8369,0.1416,0.7282,0.6498,0.4539,0.0721,0.21746666666666667,0.18226666666666666,0.29567142857142853,0.4883124999999999,0.19986666666666666,0.42409880952380946,0.08476321539682538
0.1024,0.0657,0.0278,0.5221,0.0544,0.2491,0.115,0.1163,0.469,0.1062,0.464,0.1429,0.4197,0.622,0.0,0.3995,0.0,0.4716,0.3009,0.2174,0.8053,0.8432,0.153,0.7092,0.7105,0.5196,0.0759,0.17025,0.23556666666666667,0.31624285714285716,0.5042625000000001,0.20290833333333336,0.44158928571428574,0.08960214598214288
0.0164,0.0329,0.0025,0.2023,0.0228,0.8812,0.1479,0.0025,0.0316,0.1277,0.1669,0.2389,0.5714,0.6979,0.5613,0.7851,0.0,0.8053,0.1681,0.2174,0.8875,0.799,0.1694,0.7446,0.6422,0.5322,0.0809,0.19301666666666664,0.11925000000000001,0.5127285714285714,0.50915,0.15613333333333332,0.5103428571428571,0.07968153142857141
0.0986,0.0645,0.1403,0.0948,0.244,0.33,0.1214,0.0999,0.0898,0.1466,0.2035,0.2276,0.3995,0.6523,0.0,0.8559,0.0,0.7674,0.1037,0.2174,0.885,0.8217,0.1542,0.7497,0.6966,0.4602,0.0518,0.16203333333333333,0.14813333333333334,0.3969714285714286,0.504575,0.15508333333333335,0.4687071428571428,0.07268866607142857
0.0695,0.0228,0.043,0.0367,0.0392,0.3818,0.1593,0.0392,0.067,0.0455,0.0834,0.1922,0.4475,0.6081,0.0,0.6852,0.0,0.7585,0.2048,0.2174,0.8723,0.8293,0.1466,0.7244,0.1252,0.4008,0.0518,0.09883333333333333,0.09776666666666667,0.3863,0.420975,0.0983,0.4094166666666667,0.04024565833333334
0.1403,0.0126,0.0038,0.3729,0.0291,0.2099,0.1239,0.1176,0.1226,0.019,0.1264,0.1833,0.3375,0.5474,0.0,0.5651,0.0,0.6549,0.426,0.2174,0.8673,0.8584,0.1378,0.8786,0.0973,0.3692,0.0506,0.12810000000000002,0.11546666666666668,0.3615571428571429,0.43457500000000004,0.12178333333333335,0.4102357142857143,0.04995987273809525
0.0822,0.0139,0.0531,0.2339,0.0316,0.0784,0.1226,0.2086,0.1934,0.1138,0.3515,0.1922,0.225,0.4842,0.0,0.6498,0.0,0.3628,0.5474,0.2174,0.842,0.871,0.1226,0.9001,0.2516,0.3224,0.067,0.08218333333333333,0.19701666666666665,0.3241714285714286,0.4492625,0.1396,0.4075654761904762,0.056896140476190474
0.0999,0.0215,0.067,0.378,0.0101,0.091,0.2035,0.1631,0.2642,0.0455,0.1985,0.1163,0.0,0.4311,0.0,0.4703,0.0,0.1947,0.3097,0.2174,0.7712,0.9027,0.1049,0.8976,0.4602,0.2617,0.0556,0.11125,0.16518333333333332,0.20082857142857144,0.45891249999999995,0.13821666666666665,0.37288452380952375,0.05153885593253967
0.153,0.2389,0.2377,0.1264,0.6043,0.0468,0.0392,0.531,0.0177,0.1087,0.1884,0.3274,0.0,0.3894,0.0,0.4324,0.0,0.0,0.1618,0.2174,0.7547,0.9355,0.086,0.9014,0.8913,0.196,0.0442,0.23451666666666668,0.2020666666666667,0.14051428571428573,0.5033124999999999,0.2182916666666667,0.3823797619047619,0.08347031552579366
0.3135,0.1466,0.5765,0.2554,0.7307,0.0405,0.3047,0.4678,0.5689,0.2073,0.0898,0.3843,0.0,0.4362,0.0,0.3666,0.0,0.0,0.177,0.2174,0.8015,0.8812,0.1075,0.9102,0.0038,0.2743,0.0733,0.3438666666666667,0.33713333333333334,0.13997142857142858,0.40865,0.3405,0.3190904761904762,0.10865030714285716
0.1075,0.0999,0.1037,0.5158,0.4071,0.086,0.4753,0.2415,0.2478,0.0303,0.3123,0.3375,0.0,0.4172,0.0,0.3021,0.0,0.0,0.1277,0.2174,0.7737,0.9064,0.1062,0.9128,0.7434,0.2035,0.0544,0.22,0.2741166666666666,0.12100000000000001,0.4897249999999999,0.24705833333333332,0.3668166666666666,0.09062511430555555
0.0088,0.8129,0.9128,0.1378,1.0,0.0164,0.0329,0.3957,0.22,0.0,0.5714,0.2895,0.0,0.4058,0.0,0.201,0.0,0.0,0.0733,0.2174,0.7724,0.9292,0.0948,0.914,0.8357,0.1833,0.043,0.48145,0.2515833333333333,0.09715714285714286,0.49872500000000003,0.36651666666666666,0.36486904761904765,0.13373058710317462
0.1606,0.0101,0.0632,0.4842,0.0202,0.2566,0.536,0.2073,0.1492,0.0,0.0796,0.0796,0.0,0.4539,0.0,0.5006,0.0,0.2061,0.2794,0.2174,0.8293,0.885,0.1138,0.9052,0.1087,0.3009,0.0619,0.16581666666666664,0.17528333333333335,0.2057142857142857,0.427775,0.17054999999999998,0.3537547619047619,0.06033287464285714
0.244,0.2984,0.3818,0.1454,0.8407,0.1277,0.2073,0.2769,0.4071,0.1542,0.2617,0.3843,0.0,0.464,0.0,0.4602,0.0,0.2035,0.1985,0.2174,0.7876,0.8824,0.115,0.9216,0.1643,0.2162,0.019,0.3396666666666666,0.28191666666666665,0.18945714285714285,0.41543750000000007,0.31079166666666663,0.3401107142857143,0.10570357574404762
0.0746,0.0544,0.0101,0.2073,0.2238,0.0506,0.2086,0.2528,0.0936,0.0455,0.0202,0.4362,0.0,0.4703,0.0,0.4033,0.0,0.1858,0.2073,0.2174,0.7889,0.8862,0.1214,0.9178,0.0101,0.2427,0.0177,0.10346666666666667,0.17615,0.18095714285714284,0.40027500000000005,0.13980833333333334,0.32716904761904764,0.04574095926587302
0.2895,0.0341,0.1795,0.4071,0.0695,0.0,0.0822,0.4248,0.4779,0.0,0.0329,0.2617,0.0,0.5297,0.0,0.196,0.0,0.2541,0.0771,0.2174,0.8306,0.8546,0.1403,0.9254,0.4362,0.287,0.0013,0.16328333333333334,0.21325000000000002,0.15098571428571428,0.4616,0.1882666666666667,0.35806190476190475,0.06741112126984128
0.177,0.0872,0.1214,0.4197,0.1479,0.1327,0.0948,0.0531,0.2035,0.1226,0.3224,0.3224,0.0,0.5284,0.0,0.6056,0.0,0.426,0.3224,0.2174,0.8571,0.866,0.1365,0.9191,0.3338,0.3262,0.0114,0.18098333333333336,0.18646666666666667,0.2689142857142857,0.45843750000000005,0.18372500000000003,0.3952630952380953,0.07261971217261906
0.1226,0.0088,0.0,0.4298,0.0114,0.22,0.1643,0.0468,0.2579,0.0455,0.0948,0.3464,0.263,0.5866,0.0,0.531,0.0,0.4994,0.2035,0.2174,0.9064,0.842,0.1492,0.9153,0.3287,0.3401,0.0139,0.1321,0.15928333333333333,0.29764285714285715,0.46412499999999995,0.14569166666666666,0.4086309523809524,0.05953412450396825
0.3173,0.2238,0.196,0.11,0.3869,0.3489,0.0442,0.1327,0.3161,0.1934,0.0253,0.4248,0.4463,0.6308,0.5929,0.4728,0.0,0.555,0.0948,0.2174,0.957,0.8142,0.1606,0.9166,0.0417,0.4058,0.0164,0.26381666666666664,0.18941666666666668,0.39894285714285715,0.4412125,0.22661666666666666,0.427122619047619,0.09679310418650793
0.0468,0.1947,0.0721,0.3906,0.6637,0.3034,0.0683,0.2314,0.0291,0.1327,0.2478,0.1922,0.6334,0.6941,0.6839,0.469,0.0,0.7408,0.1808,0.2174,0.9886,0.7927,0.1757,0.7863,0.0999,0.4109,0.0152,0.27855,0.15025000000000002,0.48600000000000004,0.4358375,0.21440000000000003,0.45255833333333334,0.09702850666666668
0.0582,0.0683,0.0164,0.067,0.0784,0.7446,0.0417,0.0265,0.1201,0.0986,0.0051,0.2389,0.5234,0.7383,0.7611,0.7193,0.0,0.8407,0.4096,0.2174,0.9962,0.7952,0.196,0.7724,0.6688,0.4791,0.0126,0.17215000000000003,0.08848333333333332,0.5703428571428572,0.5172125,0.13031666666666666,0.534922619047619,0.06970933263888887
0.1719,0.0898,0.0708,0.0569,0.2364,0.5398,0.1315,0.0417,0.2389,0.1757,0.0569,0.4286,0.804,0.8293,0.7863,0.8673,0.0,0.9381,0.7712,0.2174,0.9772,0.7509,0.2111,0.7573,0.6827,0.5777,0.0228,0.19426666666666667,0.1788833333333333,0.7137428571428572,0.5246375,0.186575,0.587672619047619,0.10964501889880951
0.5588,0.0114,0.134,0.2263,0.0468,0.1416,0.1884,0.0442,0.2807,0.0303,0.5727,0.2946,0.4273,0.7295,0.7244,0.3869,0.0,0.7206,0.4324,0.2174,0.9823,0.8066,0.1896,0.9305,0.1302,0.4298,0.0063,0.1864833333333333,0.23515,0.4887285714285715,0.4615875,0.21081666666666665,0.4706345238095238,0.09921760152777777
0.3932,0.0506,0.0986,0.6422,0.0923,0.182,0.1176,0.0088,0.0442,0.0,0.0885,0.2491,0.2705,0.6928,0.5411,0.1972,0.0,0.6966,0.1922,0.2174,0.981,0.7939,0.177,0.9355,0.3325,0.3767,0.0101,0.24315,0.0847,0.3700571428571429,0.4780125,0.163925,0.442027380952381,0.07245933842261905
0.2111,0.1757,0.1681,0.1593,0.464,0.354,0.1113,0.0961,0.3906,0.1327,0.4526,0.4602,0.1504,0.6245,0.0,0.2693,0.0,0.6119,0.0619,0.2174,0.9735,0.7901,0.1656,0.9456,0.6334,0.3603,0.0025,0.2553666666666667,0.27391666666666664,0.2454285714285714,0.51105,0.26464166666666666,0.4225095238095238,0.11181362456349206
0.1492,0.1011,0.0784,0.2187,0.5386,0.2339,0.1037,0.0733,0.4362,0.0228,0.22,0.0973,0.0,0.5702,0.0,0.4526,0.0,0.3477,0.0468,0.2174,0.8432,0.823,0.1517,0.9494,0.129,0.2984,0.0051,0.2199833333333333,0.15888333333333335,0.2024714285714286,0.42715000000000003,0.18943333333333334,0.3522571428571429,0.06672924476190477
0.2908,0.182,0.1441,0.1226,0.5917,0.0582,0.0152,0.3755,0.4918,0.2149,0.1631,0.2276,0.0,0.5133,0.0,0.6688,0.0,0.201,0.0354,0.2174,0.9393,0.8559,0.134,0.9671,0.507,0.2491,0.0038,0.23156666666666667,0.2480166666666667,0.20264285714285715,0.48419999999999996,0.23979166666666668,0.390347619047619,0.09360210615079365
0.134,0.1075,0.0657,0.0847,0.5866,0.0771,0.2364,0.2339,0.1896,0.0202,0.2516,0.2617,0.0,0.574,0.6131,0.3793,0.0,0.2958,0.0657,0.2174,0.9646,0.8255,0.158,0.9722,0.5234,0.2908,0.0202,0.1759333333333333,0.1989,0.2754142857142857,0.49651249999999997,0.18741666666666665,0.42281309523809524,0.07924222093253967
0.196,0.2111,0.0619,0.1846,0.5563,0.7332,0.0265,0.1378,0.1568,0.0695,0.158,0.4083,0.0,0.6258,0.0,0.2415,0.0,0.2554,0.0417,0.2174,0.9697,0.804,0.1732,0.9418,0.0164,0.3325,0.0063,0.32384999999999997,0.15948333333333334,0.16634285714285715,0.43266249999999995,0.24166666666666664,0.3438892857142857,0.08310657738095237
0.2086,0.1593,0.1909,0.0721,0.536,0.5575,0.0645,0.0544,0.2263,0.0936,0.1694,0.2895,0.0,0.6662,0.6625,0.3236,0.0,0.3616,0.1492,0.2174,0.9747,0.7826,0.1871,0.9785,0.4109,0.3717,0.0,0.28740000000000004,0.14961666666666668,0.30901428571428574,0.4903625,0.21850833333333336,0.42991309523809523,0.09393959391865081
0.2958,0.1517,0.1669,0.1087,0.4159,0.5689,0.086,0.0063,0.0847,0.2756,0.0544,0.4121,0.2364,0.7054,0.646,0.5626,0.0,0.507,0.2819,0.2174,0.9785,0.7813,0.182,0.9684,0.5133,0.3995,0.0088,0.28465,0.15318333333333334,0.41990000000000005,0.50615,0.21891666666666668,0.4774,0.10451081666666667
0.1176,0.5411,0.2478,0.2124,0.9456,0.0556,0.0872,0.2225,0.2668,0.0796,0.3059,0.1087,0.0,0.5525,0.7813,0.4539,0.0,0.263,0.2099,0.2174,0.9343,0.7838,0.1719,0.9836,0.976,0.2781,0.1391,0.35335,0.17845,0.32294285714285714,0.560525,0.2659,0.4813309523809524,0.12798590023809525
0.129,0.378,0.2314,0.5702,0.8951,0.024,0.0114,0.0607,0.0126,0.0303,0.3843,0.2718,0.0,0.5879,0.6587,0.2566,0.0,0.3009,0.0872,0.2174,0.9494,0.7737,0.1783,0.981,0.8673,0.2946,0.134,0.37128333333333335,0.12851666666666664,0.27018571428571425,0.5494625000000001,0.2499,0.45637023809523813,0.11404692250000001
0.2427,0.2377,0.6157,0.1997,0.8306,0.0139,0.1934,0.1188,0.2731,0.0695,0.0531,0.2807,0.0,0.6182,0.7712,0.5992,0.0,0.4298,0.225,0.2174,0.933,0.7573,0.1922,0.9861,0.842,0.3161,0.1441,0.35671666666666674,0.16476666666666664,0.3776285714285715,0.548525,0.2607416666666667,0.49155952380952384,0.1281700495039683
0.0607,0.0493,0.0872,0.292,0.2099,0.0898,0.067,0.153,0.1669,0.1226,0.0493,0.2946,0.0,0.6625,0.8394,0.7434,0.0,0.6979,0.3944,0.2174,0.9659,0.756,0.2048,0.9823,0.5689,0.3552,0.1353,0.1314833333333333,0.14223333333333335,0.4768,0.5232249999999999,0.13685833333333333,0.50775,0.06948981875
0.6941,0.2351,0.7244,0.7686,0.2187,0.598,0.0619,0.1884,0.5512,0.3856,0.3628,0.1087,0.1833,0.7042,0.8976,0.8116,0.0,0.7876,0.5917,0.2174,0.9798,0.7459,0.2187,0.9848,0.3793,0.3944,0.1365,0.5398166666666667,0.27643333333333336,0.568,0.5071,0.40812500000000007,0.5274,0.21524512500000004
0.4501,0.359,0.6081,0.2655,0.7219,0.0392,0.2946,0.469,0.6789,0.1871,0.0506,0.4678,0.1429,0.6738,0.8685,0.9368,0.0,0.5664,0.5247,0.2174,0.9507,0.7231,0.2263,0.9937,0.7193,0.3464,0.1492,0.4073,0.35799999999999993,0.5304428571428571,0.5407625,0.38264999999999993,0.537322619047619,0.20560650017857138
0.3085,0.1719,0.2794,0.426,0.5461,0.0417,0.1694,0.4437,0.5133,0.1188,0.11,0.2769,0.0,0.6334,0.8369,0.6511,0.0,0.4121,0.292,0.2174,0.9292,0.7269,0.22,0.9912,0.8015,0.3489,0.1416,0.29560000000000003,0.27201666666666663,0.40364285714285714,0.5470875000000001,0.28380833333333333,0.4992726190476191,0.14169772989087304
0.1694,0.292,0.1264,0.2516,0.9229,0.0088,0.1125,0.1909,0.1163,0.0303,0.0556,0.2276,0.0,0.6056,0.909,0.6675,0.0,0.3047,0.4008,0.2174,0.9418,0.7219,0.2124,0.9899,0.8319,0.2807,0.1466,0.2951833333333333,0.12220000000000002,0.4125142857142857,0.5428250000000001,0.20869166666666666,0.49938809523809535,0.10421813390873018
0.0683,0.6625,0.1138,0.1745,0.9949,0.1707,0.0771,0.0405,0.0392,0.0202,0.0607,0.402,0.0,0.5651,0.8951,0.5322,0.0,0.2427,0.3527,0.2174,0.9406,0.7661,0.201,0.9874,0.9229,0.2756,0.1542,0.36411666666666664,0.10661666666666668,0.3696857142857143,0.55815,0.23536666666666667,0.4953285714285715,0.11658383476190479
0.067,0.6776,0.4008,0.6131,0.9848,0.0291,0.1466,0.2276,0.3224,0.0455,0.1365,0.4968,0.0,0.5335,0.9507,0.3325,0.866,0.2073,0.2503,0.9899,0.9052,0.7421,0.2073,0.9772,0.9381,0.2402,0.1555,0.4620666666666667,0.22923333333333332,0.44861428571428574,0.6444375,0.34565,0.5791630952380952,0.2001877238690476
0.0405,0.5247,0.6119,0.0771,0.981,0.0265,0.1024,0.4829,0.2845,0.0,0.0215,0.4121,0.0,0.5348,0.9823,0.5044,0.9077,0.2276,0.2958,1.0,0.9039,0.6915,0.225,0.9646,0.9747,0.2377,0.1479,0.37694999999999995,0.2172333333333333,0.49322857142857135,0.6431625000000001,0.29709166666666664,0.5931845238095238,0.17623017881944442
0.0417,0.1934,0.3793,0.5183,0.7762,0.1125,0.0278,0.2377,0.3894,0.1138,0.33,0.4425,0.1454,0.5044,0.9608,0.2882,0.9836,0.0,0.1833,0.2174,0.8748,0.732,0.1985,0.9241,0.9735,0.153,0.1568,0.3369,0.25686666666666663,0.4379571428571428,0.5287624999999999,0.2968833333333333,0.49849404761904753,0.1479945745039682
0.0303,0.1037,0.0228,0.1896,0.3641,0.0152,0.0303,0.2035,0.4033,0.0228,0.1555,0.4678,0.2491,0.5815,0.9418,0.6271,0.9418,0.1985,0.5954,0.9899,0.8837,0.6372,0.2339,0.9482,0.9418,0.2023,0.1656,0.12094999999999999,0.21386666666666665,0.590742857142857,0.625325,0.16740833333333333,0.613797619047619,0.10275483640873015
0.0152,0.1302,0.0177,0.134,0.445,0.0177,0.0088,0.1542,0.11,0.0228,0.0278,0.5335,0.2238,0.6574,0.9052,0.7408,0.914,0.3515,0.6688,0.2174,0.9254,0.6473,0.2402,0.9949,0.885,0.2933,0.1454,0.12663333333333335,0.14285,0.6373571428571428,0.5436125,0.13474166666666668,0.5748607142857143,0.07745769074404762
0.019,0.0885,0.0316,0.1201,0.4374,0.0379,0.0354,0.1264,0.0973,0.0,0.1618,0.2389,0.1808,0.6903,0.7649,0.6296,0.8786,0.4475,0.531,0.2174,0.914,0.6321,0.2491,0.9975,0.866,0.3793,0.1403,0.12241666666666667,0.10996666666666666,0.5889571428571428,0.5494625,0.11619166666666667,0.5626273809523809,0.06537261310515871
0.0316,0.0518,0.1125,0.4387,0.1454,0.0013,0.0531,0.2668,0.2149,0.0228,0.0936,0.2895,0.2642,0.7611,0.7762,0.9052,0.8723,0.6612,0.8167,0.2174,0.9153,0.6334,0.2554,0.9987,0.8571,0.3869,0.153,0.13021666666666668,0.15678333333333333,0.7224142857142857,0.5521499999999999,0.14350000000000002,0.6089047619047618,0.08737783333333334
0.0228,0.0278,0.0569,0.1327,0.1555,0.0367,0.0544,0.0683,0.0771,0.0455,0.0771,0.1163,0.6144,0.8597,0.8875,0.9747,0.0,0.9393,0.8963,0.2174,0.9444,0.622,0.2693,1.0,0.8761,0.4336,0.1504,0.07206666666666668,0.07311666666666668,0.7388428571428571,0.56415,0.07259166666666668,0.6223809523809524,0.04517967063492064
0.5664,0.2731,0.5284,0.4981,0.1163,0.1846,0.2174,0.3704,0.5828,0.0885,0.0177,0.0796,0.3097,0.8382,0.8167,0.8217,0.0,0.6713,0.421,0.2174,0.9456,0.6498,0.2478,0.9962,0.7952,0.4501,0.1517,0.36115,0.22606666666666664,0.5540857142857142,0.556725,0.29360833333333336,0.555845238095238,0.1632007939484127
0.2528,0.7029,0.3869,0.115,0.5411,0.4943,0.0986,0.1087,0.1252,0.2478,0.0746,0.3464,0.177,0.0468,0.0,0.1315,0.0,0.2301,0.0,0.2174,0.3426,0.536,0.1353,0.086,0.6574,0.1922,0.0278,0.4155,0.16688333333333336,0.08362857142857143,0.2743375,0.2911916666666667,0.21076785714285715,0.061373843601190484
